"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Nupr1",0,0.827215952285445,0.943,0.472,0,"0","Nupr1"
"Col14a1",0,0.818666634673856,0.979,0.442,0,"0","Col14a1"
"Col5a1",0,0.809738019865664,0.996,0.527,0,"0","Col5a1"
"Fstl1",0,0.806480317424636,1,0.694,0,"0","Fstl1"
"Col16a1",0,0.796827970949475,0.964,0.386,0,"0","Col16a1"
"Fxyd6",0,0.790278878275796,0.971,0.484,0,"0","Fxyd6"
"Bgn",0,0.781489434487057,1,0.727,0,"0","Bgn"
"Srpx2",0,0.76126308475987,0.939,0.396,0,"0","Srpx2"
"Thbs1",0,0.760514369173023,0.89,0.416,0,"0","Thbs1"
"Serpinf1",0,0.755904868114032,0.997,0.567,0,"0","Serpinf1"
"Gxylt2",0,0.755557282384934,0.886,0.342,0,"0","Gxylt2"
"Pmepa1",0,0.755347709486562,0.996,0.641,0,"0","Pmepa1"
"Rbp1",0,0.753670762121224,0.995,0.594,0,"0","Rbp1"
"Tgfb3",0,0.74765270738229,0.933,0.326,0,"0","Tgfb3"
"Tnc",0,0.743523354150767,0.661,0.155,0,"0","Tnc"
"Enpp1",0,0.728392216683406,0.867,0.27,0,"0","Enpp1"
"Loxl1",0,0.727556906149509,0.994,0.516,0,"0","Loxl1"
"Plod2",0,0.721633848160444,0.908,0.355,0,"0","Plod2"
"Col6a1",0,0.719526457172879,0.996,0.554,0,"0","Col6a1"
"Aebp1",0,0.6998173861843,0.988,0.493,0,"0","Aebp1"
"Itgb5",0,0.688092556658501,0.973,0.483,0,"0","Itgb5"
"Fbn1",0,0.668249623085821,0.997,0.615,0,"0","Fbn1"
"Fndc1",0,0.659009298024741,0.885,0.38,0,"0","Fndc1"
"Col6a2",0,0.643998014128732,0.995,0.533,0,"0","Col6a2"
"Lsp1",0,0.640729488606399,0.945,0.449,0,"0","Lsp1"
"C1qtnf6",0,0.636396672026648,0.946,0.407,0,"0","C1qtnf6"
"Loxl3",0,0.634852362653969,0.822,0.254,0,"0","Loxl3"
"Igfbp7",0,0.63235994048349,1,0.82,0,"0","Igfbp7"
"Frzb",0,0.616354831100174,0.881,0.404,0,"0","Frzb"
"Serpinh1",0,0.604610861138299,0.997,0.686,0,"0","Serpinh1"
"Scx",0,0.603437844257317,0.472,0.056,0,"0","Scx"
"Ppic",0,0.599728356877006,0.976,0.581,0,"0","Ppic"
"Clec11a",0,0.595403325113521,0.735,0.221,0,"0","Clec11a"
"Mdk",0,0.594536299686412,0.718,0.244,0,"0","Mdk"
"Ctsk",0,0.594264233918785,0.884,0.402,0,"0","Ctsk"
"Runx1",0,0.591899334217944,0.78,0.219,0,"0","Runx1"
"Fat1",0,0.589364408704169,0.855,0.323,0,"0","Fat1"
"Rasl11b",0,0.588976151149592,0.772,0.236,0,"0","Rasl11b"
"Csrp2",0,0.576379149656687,0.962,0.515,0,"0","Csrp2"
"Mmp2",0,0.570455372225157,0.99,0.549,0,"0","Mmp2"
"Wisp1",0,0.565971375850028,0.678,0.121,0,"0","Wisp1"
"Col8a2",0,0.565452374053533,0.659,0.106,0,"0","Col8a2"
"Islr",0,0.553547498689764,0.962,0.475,0,"0","Islr"
"Ctsd",0,0.550659725424205,0.993,0.666,0,"0","Ctsd"
"Ltbp3",0,0.546213040249599,0.97,0.467,0,"0","Ltbp3"
"Oaf",0,0.533332356028191,0.892,0.441,0,"0","Oaf"
"Serf1",0,0.527763205643922,0.869,0.32,0,"0","Serf1"
"Adamts2",0,0.51870215100571,0.981,0.482,0,"0","Adamts2"
"Lbh",0,0.505376092463938,0.909,0.408,0,"0","Lbh"
"Snhg18",0,0.505180369560292,0.945,0.459,0,"0","Snhg18"
"Rcn3",0,0.501356297735312,0.987,0.526,0,"0","Rcn3"
"Tspan6",0,0.497974525663522,0.757,0.288,0,"0","Tspan6"
"Pam",0,0.489115587084173,0.993,0.61,0,"0","Pam"
"Tmed3",0,0.476998837096917,0.972,0.561,0,"0","Tmed3"
